"R0","waneRate","OPVtrans","ramp","vaccRate","finalPrev","lambdaIoutReinfF","lambdaIoutReinf0t5F","lambdaIoutReinf5t15F","lambdaIoutReinf15p","lambdaIoutF","lambdaIout0t5F","lambdaIout5t15F","lambdaIout15p"
4,0.07,0.025,2,1.5,1.11164770314280e-321,1.77863632502849e-322,0,0,1.77863632502849e-322,4.59481050632359e-322,0,0,4.59481050632359e-322
4,0.07,0.025,2,1.6,1.16105426772693e-321,1.87744945419674e-322,0,0,1.87744945419674e-322,4.69362363549184e-322,0,0,4.69362363549184e-322
4,0.07,0.025,2,1.7,1.09188507730915e-321,1.67982319586024e-322,0,0,1.67982319586024e-322,4.44659081257122e-322,0,0,4.44659081257122e-322
4,0.07,0.025,2,1.8,1.26480805335359e-321,2.17388884170148e-322,0,0,2.17388884170148e-322,5.03946958758071e-322,0,0,5.03946958758071e-322
4,0.07,0.025,2,1.9,1.26480805335359e-321,2.17388884170148e-322,0,0,2.17388884170148e-322,5.03946958758071e-322,0,0,5.03946958758071e-322
4,0.07,0.025,2,2,9.14021444806306e-322,1.43279037293961e-322,0,0,1.43279037293961e-322,3.6066792146411e-322,0,0,3.6066792146411e-322
4,0.07,0.025,2,2.1,2.37151510003798e-322,5.92878775009496e-323,0,0,5.92878775009496e-323,1.92685601878086e-322,0,0,1.92685601878086e-322
4,0.07,0.025,2,2.2,2.71736105212686e-322,6.4228533959362e-323,0,0,6.4228533959362e-323,1.23516411460312e-322,0,0,1.23516411460312e-322
4,0.07,0.025,2,2.3,6.02760087926321e-322,1.23516411460312e-322,0,0,1.23516411460312e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
4,0.07,0.025,2,2.4,5.43472210425371e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,1.58101006669199e-322,0,0,1.58101006669199e-322
4,0.07,0.025,2,2.5,5.43472210425371e-322,8.39911597930119e-323,0,0,8.39911597930119e-323,2.27270197086973e-322,0,0,2.27270197086973e-322
4,0.07,0.025,2,2.6,6.4228533959362e-322,1.23516411460312e-322,0,0,1.23516411460312e-322,2.81617418129511e-322,0,0,2.81617418129511e-322
4,0.07,0.025,2,2.7,7.26276499386632e-322,1.28457067918724e-322,0,0,1.28457067918724e-322,2.96439387504748e-322,0,0,2.96439387504748e-322
4,0.07,0.025,2,2.8,4.89124989382834e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,1.63041663127611e-322,0,0,1.63041663127611e-322
4,0.07,0.025,2,2.9,1.26974870981200e-321,2.22329540628561e-322,0,0,2.22329540628561e-322,5.08887615216484e-322,0,0,5.08887615216484e-322
4,0.07,0.025,2,3,1.26480805335359e-321,2.17388884170148e-322,0,0,2.17388884170148e-322,5.03946958758071e-322,0,0,5.03946958758071e-322
6,0.07,0.025,2,0,0.00356545315135,0.000280694301292,4.05169682807e-07,1.58595582111e-05,0.000264429573398,0.00252328553978,0.00102980626082,0.000868338979882,0.000625140299077
6,0.07,0.025,2,0.1,0.00273685720829,0.000254401822345,4.13646085446e-07,1.46569435848e-05,0.000239331232675,0.00188229546849,0.000691369931882,0.000585339871256,0.000605585665354
6,0.07,0.025,2,0.2,0.00203221291279,0.00022135343835,3.7290581631e-07,1.26691757789e-05,0.000208311356754,0.00135620794812,0.000445756653224,0.000366440273074,0.000544011021819
6,0.07,0.025,2,0.3,0.00143460245718,0.000181263253862,3.01204780225e-07,1.00628037766e-05,0.000170899245306,0.000927918771792,0.000272175754338,0.000210571388276,0.000445171629178
6,0.07,0.025,2,0.4,0.000923454705013,0.000133851108063,2.12718391606e-07,7.06645832601e-06,0.000126571931345,0.000578389056895,0.000151411953728,0.000107360111013,0.000319616992154
6,0.07,0.025,2,0.5,0.000478973246194,7.87543631718e-05,1.17347509878e-07,3.89531243614e-06,7.47417032258e-05,0.000290278809557,6.79744641923e-05,4.32691381605e-05,0.000179035207204
6,0.07,0.025,2,0.6,8.52650475062e-05,1.57309559662e-05,2.17030510017e-08,7.21501249723e-07,1.49877516655e-05,4.99710354147e-05,1.05075769078e-05,5.91739526242e-06,3.35460632445e-05
6,0.07,0.025,2,0.7,4.99992629805e-173,9.92031114668e-174,1.35377676886e-176,4.44673478131e-175,9.46209990086e-174,2.80877686648e-173,6.33536597431e-174,2.90846975484e-174,1.88439329356e-173
6,0.07,0.025,2,0.8,5.46436604300419e-321,1.04247851272503e-321,0,9.88131291682493e-324,1.03259719980821e-321,2.98415650088113e-321,6.27463370218383e-322,4.05133829589822e-322,1.95155930107292e-321
6,0.07,0.025,2,0.9,4.06121960881505e-321,7.85564376887582e-322,0,4.94065645841247e-324,7.8062372042917e-322,2.15412621586783e-321,4.54540394173947e-322,3.01380043963160e-322,1.39820577773073e-321
6,0.07,0.025,2,1,2.89028402817129e-321,5.38531553966959e-322,0,0,5.38531553966959e-322,1.51678153273263e-321,3.31023982713635e-322,2.02566914794911e-322,9.8319063522408e-322
6,0.07,0.025,2,1.1,2.62842923587543e-321,4.99006302299659e-322,0,0,4.99006302299659e-322,1.34385855668819e-321,2.76676761671098e-322,2.02566914794911e-322,8.64614880222181e-322
6,0.07,0.025,2,1.2,2.33693050482910e-321,4.34777768340297e-322,0,0,4.34777768340297e-322,1.17093558064375e-321,2.47032822920623e-322,2.02566914794911e-322,7.2133584292822e-322
6,0.07,0.025,2,1.3,3.58691658880745e-321,6.96632560636158e-322,0,0,6.96632560636158e-322,1.83298354607102e-321,3.8043054729776e-322,2.96439387504748e-322,1.15611361126852e-321
6,0.07,0.025,2,1.4,3.02368175254843e-321,5.68175492717434e-322,0,0,5.68175492717434e-322,1.57606941023358e-321,3.35964639172048e-322,2.96439387504748e-322,9.43665383556781e-322
6,0.07,0.025,2,1.5,2.46044691628941e-321,4.69362363549184e-322,0,0,4.69362363549184e-322,1.21046083231105e-321,2.47032822920623e-322,1.97626258336499e-322,7.65801751053932e-322
6,0.07,0.025,2,1.6,2.61854792295861e-321,5.03946958758071e-322,0,0,5.03946958758071e-322,1.31915527439613e-321,2.76676761671098e-322,2.02566914794911e-322,8.39911597930119e-322
6,0.07,0.025,2,1.7,2.41598100816370e-321,4.59481050632359e-322,0,0,4.59481050632359e-322,1.19069820647740e-321,2.47032822920623e-322,2.02566914794911e-322,7.4109846876187e-322
6,0.07,0.025,2,1.8,3.14719816400874e-321,5.92878775009496e-322,0,0,5.92878775009496e-322,1.63041663127611e-321,3.26083326255223e-322,2.96439387504748e-322,1.00789391751614e-321
6,0.07,0.025,2,1.9,3.14719816400874e-321,5.92878775009496e-322,0,0,5.92878775009496e-322,1.6254759748177e-321,3.2114266979681e-322,2.96439387504748e-322,1.00789391751614e-321
6,0.07,0.025,2,2,1.99602520919864e-321,3.75489890839347e-322,0,0,3.75489890839347e-322,9.68368665848843e-322,1.97626258336499e-322,1.92685601878086e-322,5.78056805634258e-322
6,0.07,0.025,2,2.1,4.15015142506647e-322,7.90505033345994e-323,0,0,7.90505033345994e-323,1.82804288961261e-322,0,0,1.82804288961261e-322
6,0.07,0.025,2,2.2,5.73116149175846e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.56914135837448e-322,0,0,2.56914135837448e-322
6,0.07,0.025,2,2.3,7.50979781678695e-322,1.58101006669199e-322,0,0,1.58101006669199e-322,3.50786608547285e-322,0,0,3.50786608547285e-322
6,0.07,0.025,2,2.4,6.8181059126092e-322,1.33397724377137e-322,0,0,1.33397724377137e-322,2.02566914794911e-322,0,0,2.02566914794911e-322
6,0.07,0.025,2,2.5,7.11454530011395e-322,1.18575755001899e-322,0,0,1.18575755001899e-322,2.42092166462211e-322,0,0,2.42092166462211e-322
6,0.07,0.025,2,2.6,3.8043054729776e-322,9.38724727098368e-323,0,0,9.38724727098368e-323,1.63041663127611e-322,0,0,1.63041663127611e-322
6,0.07,0.025,2,2.7,1.46737496814850e-321,2.71736105212686e-322,0,0,2.71736105212686e-322,7.26276499386632e-322,8.39911597930119e-323,1.97626258336499e-322,4.44659081257122e-322
6,0.07,0.025,2,2.8,1.51184087627421e-321,2.81617418129511e-322,0,0,2.81617418129511e-322,7.46039125220282e-322,9.88131291682493e-323,1.97626258336499e-322,4.49599737715534e-322
6,0.07,0.025,2,2.9,2.83593680712876e-321,5.33590897508546e-322,0,0,5.33590897508546e-322,1.43773102939803e-321,1.97626258336499e-322,2.96439387504748e-322,9.43665383556781e-322
6,0.07,0.025,2,3,2.85569943296241e-321,5.38531553966959e-322,0,0,5.38531553966959e-322,1.44761234231485e-321,1.97626258336499e-322,2.96439387504748e-322,9.53546696473606e-322
8,0.07,0.025,2,0,0.00393002195521,0.000320777139972,7.13697841407e-07,2.38797953681e-05,0.000296183646763,0.00258773294639,0.00128170431449,0.000814857905799,0.0004911707261
8,0.07,0.025,2,0.1,0.00314176676477,0.000300868269335,6.77835880105e-07,2.16462651895e-05,0.000278544168265,0.00200310847127,0.000908329664215,0.00059670167639,0.000498077130664
8,0.07,0.025,2,0.2,0.00245756740229,0.000274936364586,6.04206690446e-07,1.89347457224e-05,0.000255397412174,0.00151426756633,0.000623780419845,0.000410051568283,0.000480435578205
8,0.07,0.025,2,0.3,0.00187211825492,0.000242602947054,5.07180845158e-07,1.58290177458e-05,0.000226266748463,0.00111347441588,0.000414432949386,0.000263762275837,0.00043527919066
8,0.07,0.025,2,0.4,0.00137348555609,0.000203883604804,3.9889812708e-07,1.2483750194e-05,0.000191000956483,0.000788118233346,0.000264337828092,0.00015802012716,0.000365760278095
8,0.07,0.025,2,0.5,0.000946662041613,0.000159017523811,2.88202489899e-07,9.06822858508e-06,0.000149661092736,0.000524042725799,0.000158374922585,8.67321881091e-05,0.000278935615105
8,0.07,0.025,2,0.6,0.000577058725381,0.000108358675254,1.8085525067e-07,5.72550314486e-06,0.000102452316859,0.000308272309083,8.41073888102e-05,4.14251070914e-05,0.000182739813181
8,0.07,0.025,2,0.7,0.000252511901022,5.23892515724e-05,8.0309986597e-08,2.55802529494e-06,4.97509162909e-05,0.000130260037128,3.21908456785e-05,1.40952322182e-05,8.39739592312e-05
8,0.07,0.025,2,0.8,1.96884835467e-37,4.43969119658e-38,6.32294700017e-41,2.02131118947e-39,4.23123713064e-38,9.80728186593e-38,2.25816420715e-38,8.64723796608e-39,6.68439386217e-38
8,0.07,0.025,2,0.9,1.23777163798e-199,2.89356875867e-200,4.13510500294e-203,1.30809696632e-201,2.75862395704e-200,5.94691731042e-200,1.49576223842e-200,4.63409536083e-201,3.98774553591e-200
8,0.07,0.025,2,1,7.47027256511965e-321,1.67982319586024e-321,0,4.94065645841247e-323,1.63041663127611e-321,3.5276287113065e-321,7.85564376887582e-322,3.95252516672997e-322,2.34681181774592e-321
8,0.07,0.025,2,1.1,6.02760087926321e-321,1.34879921314660e-321,0,3.45845952088873e-323,1.30927396147930e-321,2.81617418129511e-321,6.37344683135208e-322,3.31023982713635e-322,1.84286485898785e-321
8,0.07,0.025,2,1.2,4.21437995902583e-321,9.33784070639956e-322,0,1.48219693752374e-323,9.23902757723131e-322,1.96638127044816e-321,4.74303020007597e-322,2.17388884170148e-322,1.27963002272883e-321
8,0.07,0.025,2,1.3,5.61258573675656e-321,1.26480805335359e-321,0,1.97626258336499e-323,1.24504542751994e-321,2.61854792295861e-321,5.68175492717434e-322,3.16202013338398e-322,1.73417041690278e-321
8,0.07,0.025,2,1.4,5.21239256362515e-321,1.17587623710217e-321,0,1.48219693752374e-323,1.16105426772693e-321,2.44068429045576e-321,5.38531553966959e-322,3.11261356879985e-322,1.59089137960881e-321
8,0.07,0.025,2,1.5,3.87347466339537e-321,8.64614880222181e-322,0,9.88131291682493e-324,8.54733567305357e-322,1.76381435565325e-321,4.05133829589822e-322,2.07507571253324e-322,1.15117295481010e-321
8,0.07,0.025,2,1.6,4.21437995902583e-321,9.43665383556781e-322,0,9.88131291682493e-324,9.33784070639956e-322,1.9416779881561e-321,4.29837111881884e-322,2.12448227711736e-322,1.29939264856248e-321
8,0.07,0.025,2,1.7,3.61161987109951e-321,8.10267659179644e-322,0,9.88131291682493e-324,8.05327002721232e-322,1.63535728773453e-321,3.4090529563046e-322,2.12448227711736e-322,1.08694442085074e-321
8,0.07,0.025,2,1.8,4.9159531761204e-321,1.10176639022598e-321,0,9.88131291682493e-324,1.09188507730915e-321,2.28258328378656e-321,4.69362363549184e-322,3.06320700421573e-322,1.50690021981580e-321
8,0.07,0.025,2,1.9,3.54245068068174e-321,7.90505033345994e-322,0,9.88131291682493e-324,7.90505033345994e-322,1.60077269252564e-321,3.26083326255223e-322,2.12448227711736e-322,1.07212245147551e-321
8,0.07,0.025,2,2,2.85569943296241e-321,6.32404026676796e-322,0,9.88131291682493e-324,6.22522713759971e-322,1.29939264856248e-321,2.66795448754273e-322,2.02566914794911e-322,8.30030285013294e-322
8,0.07,0.025,2,2.1,1.54642547148310e-321,3.55727265005698e-322,0,0,3.55727265005698e-322,8.0038634626282e-322,1.58101006669199e-322,1.97626258336499e-322,4.44659081257122e-322
8,0.07,0.025,2,2.2,2.12448227711736e-321,4.99006302299659e-322,0,0,4.99006302299659e-322,1.08694442085074e-321,2.27270197086973e-322,1.82804288961261e-322,6.76869934802508e-322
8,0.07,0.025,2,2.3,2.37645575649640e-321,5.23709584591721e-322,0,0,5.23709584591721e-322,1.13141032897645e-321,2.17388884170148e-322,1.92685601878086e-322,7.2133584292822e-322
8,0.07,0.025,2,2.4,2.02566914794911e-321,4.34777768340297e-322,0,0,4.34777768340297e-322,9.28843414181544e-322,2.27270197086973e-322,1.82804288961261e-322,5.18768928133309e-322
8,0.07,0.025,2,2.5,1.63041663127611e-321,3.65608577922522e-322,0,0,3.65608577922522e-322,8.49792910846944e-322,2.12448227711736e-322,1.92685601878086e-322,4.44659081257122e-322
8,0.07,0.025,2,2.6,2.03060980440752e-321,4.59481050632359e-322,0,0,4.59481050632359e-322,1.08200376439233e-321,2.27270197086973e-322,1.92685601878086e-322,6.6204796542727e-322
8,0.07,0.025,2,2.7,2.13436359003419e-321,4.54540394173947e-322,0,0,4.54540394173947e-322,9.88131291682493e-322,2.07507571253324e-322,1.92685601878086e-322,5.87938118551083e-322
8,0.07,0.025,2,2.8,1.91203404940562e-321,4.15015142506647e-322,0,0,4.15015142506647e-322,9.04140131889481e-322,2.07507571253324e-322,1.92685601878086e-322,5.03946958758071e-322
8,0.07,0.025,2,2.9,4.47623475132169e-321,9.93071948140906e-322,0,9.88131291682493e-324,9.88131291682493e-322,2.06519439961641e-321,3.6066792146411e-322,3.06320700421573e-322,1.40314643418914e-321
8,0.07,0.025,2,3,4.56022591111471e-321,1.01777523043297e-321,0,9.88131291682493e-324,1.00789391751614e-321,2.10471965128371e-321,3.75489890839347e-322,3.06320700421573e-322,1.42290906002279e-321
10,0.07,0.025,2,0,0.00422718081867,0.000345443887288,1.08378339085e-06,3.13769128862e-05,0.000312983191011,0.00262697281774,0.00148590210964,0.000722975772332,0.000418094935765
10,0.07,0.025,2,0.1,0.0034770774723,0.000330404774036,9.92086188406e-07,2.84325620334e-05,0.000300980125814,0.00208875013067,0.00109709135085,0.000562736671979,0.000428922107837
10,0.07,0.025,2,0.2,0.00281179447818,0.000310417164097,8.74981051038e-07,2.51406597609e-05,0.000284401523285,0.00162887671961,0.00078766351684,0.000414120380307,0.000427092822464
10,0.07,0.025,2,0.3,0.00223356156065,0.000284883267919,7.43704119446e-07,2.15762745429e-05,0.000262563289257,0.00124589319838,0.000550787350947,0.000287532902178,0.000407572945252
10,0.07,0.025,2,0.4,0.00173801575522,0.000253691162235,6.08376096585e-07,1.78717754554e-05,0.000235211010683,0.000932995513224,0.000375303874895,0.000188474833111,0.000369216805219
10,0.07,0.025,2,0.5,0.00131572759775,0.000217189367727,4.76606121009e-07,1.41789559374e-05,0.000202533805669,0.00067993732588,0.000248324565978,0.000116660019359,0.000314952740542
10,0.07,0.025,2,0.6,0.000955122168291,0.000176038693209,3.53235307969e-07,1.06309782185e-05,0.000165054479682,0.00047561388912,0.00015772009423,6.78196042094e-05,0.000250074190681
10,0.07,0.025,2,0.7,0.000645137316647,0.000131096673553,2.40896473371e-07,7.32414798644e-06,0.000123531629094,0.000310002051422,9.35129859504e-05,3.62750765588e-05,0.000180213988912
10,0.07,0.025,2,0.8,0.000376695812203,8.33885538637e-05,1.40765261068e-07,4.31795400801e-06,7.89298345946e-05,0.000174990138717,4.81615750697e-05,1.67376698198e-05,0.000110090893827
10,0.07,0.025,2,0.9,0.000142534247491,3.39887144043e-05,5.29426606897e-08,1.63684933081e-06,3.22989224128e-05,6.41500267323e-05,1.61687623785e-05,5.03632754869e-06,4.29449368051e-05
10,0.07,0.025,2,1,1.02397793556e-55,2.57436816417e-56,3.80555196031e-59,1.17971793791e-57,2.45259081842e-56,4.47329849477e-56,1.08184672407e-56,2.96684490514e-57,3.09476728019e-56
10,0.07,0.025,2,1.1,2.65593005409e-170,6.81831286553e-171,1.00593649662e-173,3.10081485874e-172,6.49817201469e-171,1.13004072411e-170,2.86793619005e-171,6.64033443909e-172,7.76843760718e-171
10,0.07,0.025,2,1.2,5.9997861324e-275,1.56519903365e-275,2.29960900319e-278,7.06289958751e-277,1.49227042877e-275,2.49938460323e-275,6.59334031319e-276,1.310784731e-276,1.70897209881e-275
10,0.07,0.025,2,1.3,9.7479151924478e-321,2.43080297753893e-321,0,6.91691904177745e-323,2.36163378712116e-321,4.18967667673377e-321,9.23902757723131e-322,3.65608577922522e-322,2.90016534108812e-321
10,0.07,0.025,2,1.4,8.49792910846944e-321,2.10966030774212e-321,0,5.92878775009496e-323,2.04543177378276e-321,3.62150118401634e-321,7.6086109459552e-322,3.55727265005698e-322,2.49997216795671e-321
10,0.07,0.025,2,1.5,7.1738331776149e-321,1.75887369919484e-321,0,4.94065645841247e-323,1.70946713461071e-321,3.01380043963160e-321,6.57107308968858e-322,2.61854792295861e-322,2.09483833836689e-321
10,0.07,0.025,2,1.6,7.7271867009571e-321,1.91203404940562e-321,0,4.94065645841247e-323,1.85274617190467e-321,3.25589260609381e-321,6.6204796542727e-322,3.45845952088873e-322,2.23811737566085e-321
10,0.07,0.025,2,1.7,5.81515265155147e-321,1.42784971648120e-321,0,3.45845952088873e-323,1.39326512127232e-321,2.40115903878846e-321,4.89124989382834e-322,2.37151510003798e-322,1.67488253940183e-321
10,0.07,0.025,2,1.8,7.71730538804027e-321,1.89721208003039e-321,0,3.45845952088873e-323,1.85768682836309e-321,3.26577391901064e-321,6.32404026676796e-322,3.31023982713635e-322,2.29740525316180e-321
10,0.07,0.025,2,1.9,5.9436097194702e-321,1.45255299877326e-321,0,3.45845952088873e-323,1.42290906002279e-321,2.46044691628941e-321,5.03946958758071e-322,2.47032822920623e-322,1.71440779106913e-321
10,0.07,0.025,2,2,4.58986984986518e-321,1.12646967251804e-321,0,2.47032822920623e-323,1.10176639022598e-321,1.90709339294721e-321,3.4090529563046e-322,2.17388884170148e-322,1.34879921314660e-321
10,0.07,0.025,2,2.1,2.82605549421193e-321,7.06513873552983e-322,0,9.88131291682493e-324,6.96632560636158e-322,1.31421461793772e-321,2.61854792295861e-322,2.07507571253324e-322,8.44852254388532e-322
10,0.07,0.025,2,2.2,3.15707947692557e-321,7.90505033345994e-322,0,4.94065645841247e-324,7.85564376887582e-322,1.43773102939803e-321,3.01380043963160e-322,1.92685601878086e-322,9.43665383556781e-322
10,0.07,0.025,2,2.3,3.59679790172427e-321,8.94258818972656e-322,0,2.47032822920623e-323,8.74496193139006e-322,1.58101006669199e-321,3.11261356879985e-322,2.12448227711736e-322,1.06224113855868e-321
10,0.07,0.025,2,2.4,3.71537365672617e-321,8.94258818972656e-322,0,1.97626258336499e-323,8.74496193139006e-322,1.56618809731675e-321,3.01380043963160e-322,1.82804288961261e-322,1.08200376439233e-321
10,0.07,0.025,2,2.5,3.01874109609002e-321,7.50979781678695e-322,0,4.94065645841247e-324,7.46039125220282e-322,1.40314643418914e-321,3.01380043963160e-322,1.97626258336499e-322,9.04140131889481e-322
10,0.07,0.025,2,2.6,3.08296963004938e-321,7.75683063970757e-322,0,4.94065645841247e-324,7.70742407512345e-322,1.42290906002279e-321,2.91498731046335e-322,1.97626258336499e-322,9.33784070639956e-322
10,0.07,0.025,2,2.7,3.45845952088873e-321,8.34970941471707e-322,0,9.88131291682493e-324,8.25089628554882e-322,1.48219693752374e-321,2.61854792295861e-322,2.02566914794911e-322,1.01777523043297e-321
10,0.07,0.025,2,2.8,3.33494310942841e-321,8.15208315638057e-322,0,9.88131291682493e-324,8.05327002721232e-322,1.41302774710597e-321,2.61854792295861e-322,2.02566914794911e-322,9.48606040015193e-322
10,0.07,0.025,2,2.9,6.71929278344095e-321,1.64523860065135e-321,0,3.45845952088873e-323,1.61559466190088e-321,2.82605549421193e-321,4.69362363549184e-322,3.31023982713635e-322,2.03060980440752e-321
10,0.07,0.025,2,3,6.64024228010635e-321,1.62053531835929e-321,0,3.45845952088873e-323,1.59583203606723e-321,2.78653024254463e-321,4.54540394173947e-322,3.31023982713635e-322,2.01084717857387e-321
12,0.07,0.025,2,0,0.00448322644503,0.000361725674996,1.50390111793e-06,3.80904087429e-05,0.000322131365135,0.00265427445457,0.0016517742802,0.000623577138413,0.000378923035959
12,0.07,0.025,2,0.1,0.00377014975998,0.000350150018113,1.35179405221e-06,3.47638752917e-05,0.000314034348769,0.0021566513911,0.00126076234817,0.000508411957579,0.000387477085348
12,0.07,0.025,2,0.2,0.00312534080741,0.000334690852832,1.18536076421e-06,3.11133635755e-05,0.000302392128493,0.00172270713586,0.000937956961573,0.000394730939945,0.000390019234338
12,0.07,0.025,2,0.3,0.00255523562153,0.000314670159301,1.01385276506e-06,2.72241341796e-05,0.000286432172357,0.00135466653465,0.000681624545214,0.000290909526802,0.000382132462631
12,0.07,0.025,2,0.4,0.00206101804002,0.0002897986919,8.45903883969e-07,2.32306852059e-05,0.00026572210281,0.00105012162751,0.000485336579233,0.000203682067185,0.000361102981095
12,0.07,0.025,2,0.5,0.00163845630124,0.000260298131371,6.88123847079e-07,1.92879224014e-05,0.000240322085122,0.000802601469178,0.000339397148997,0.000136034158151,0.00032717016203
12,0.07,0.025,2,0.6,0.00127957214368,0.000226842968283,5.44545816717e-07,1.55349206256e-05,0.00021076350184,0.000603384843967,0.000233087936518,8.70960871087e-05,0.00028320082034
12,0.07,0.025,2,0.7,0.000975069147481,0.000190406795888,4.16971069602e-07,1.20726007466e-05,0.000177917224072,0.000443495834785,0.000156568358593,5.36174097653e-05,0.000233310066427
12,0.07,0.025,2,0.8,0.00071626160262,0.000152128491998,3.05700009971e-07,8.96053319649e-06,0.000142862258792,0.000315011114857,0.000101822272929,3.16659820856e-05,0.000181522859842
12,0.07,0.025,2,0.9,0.000495995387063,0.000113227323847,2.1017950084e-07,6.22455832105e-06,0.000106792586026,0.000211525636347,6.27798233311e-05,1.77077376493e-05,0.000131038075367
12,0.07,0.025,2,1,0.000308726605049,7.49277571612e-05,1.29400437753e-07,3.86612512921e-06,7.09322315942e-05,0.000128065654511,3.50200305495e-05,9.01165365082e-06,8.40339703109e-05
12,0.07,0.025,2,1.1,0.00015012553729,3.83547257735e-05,6.20826474793e-08,1.86915347461e-06,3.64234896514e-05,6.07713357404e-05,1.53691335692e-05,3.65042903648e-06,4.17517731346e-05
12,0.07,0.025,2,1.2,1.7012983697e-05,4.53571093783e-06,6.92993330131e-09,2.10100836181e-07,4.31868016835e-06,6.74258928459e-06,1.58271283219e-06,3.52579423697e-07,4.8072970287e-06
12,0.07,0.025,2,1.3,1.38646103973e-77,3.75481167957e-78,5.66481168947e-81,1.71651371029e-79,3.57749549685e-78,5.39605540099e-78,1.26681818207e-78,2.56356321667e-79,3.87288089725e-78
12,0.07,0.025,2,1.4,5.22630281321e-147,1.42901499943e-147,2.13990264421e-150,6.48290004723e-149,1.36204609631e-147,2.00435913108e-147,4.73175356235e-148,8.80881292409e-149,1.4430956456e-147
12,0.07,0.025,2,1.5,1.14470795523e-208,3.15372179877e-209,4.68060197377e-212,1.41983017076e-210,3.00705817972e-209,4.33798481255e-209,1.02379809463e-209,1.78826971884e-210,3.13535974604e-209
12,0.07,0.025,2,1.6,2.67169091955e-259,7.40527990306e-260,1.08789518418e-262,3.30872351432e-261,7.06352859978e-260,1.00259770777e-259,2.35466374904e-260,3.92681722308e-261,7.27863160631e-260
12,0.07,0.025,2,1.7,1.55974139218e-301,4.34446648431e-302,6.31058360687e-305,1.92663851488e-303,4.14549204921e-302,5.80583657508e-302,1.35213304621e-302,2.18467398843e-303,4.23523613002e-302
12,0.07,0.025,2,1.8,1.54148481502469e-320,4.0809822346487e-321,0,1.18575755001899e-322,3.95746582318838e-321,5.98807562759591e-321,1.16105426772693e-321,4.15015142506647e-322,4.40706556090392e-321
12,0.07,0.025,2,1.9,1.06471146678789e-320,2.79641155546146e-321,0,8.89318162514244e-323,2.71736105212686e-321,4.120507486316e-321,8.2014897209647e-322,3.01380043963160e-322,3.00885978317319e-321
12,0.07,0.025,2,2,8.27065891138247e-321,2.18377015461831e-321,0,6.91691904177745e-323,2.11460096420054e-321,3.17684210275922e-321,5.48412866883784e-322,2.61854792295861e-322,2.36657444357957e-321
12,0.07,0.025,2,2.1,5.7459834611337e-321,1.49701890689898e-321,0,3.95252516672997e-323,1.46243431169009e-321,2.26282065795291e-321,4.39718424798709e-322,2.37151510003798e-322,1.59089137960881e-321
12,0.07,0.025,2,2.2,6.47720061697874e-321,1.71440779106913e-321,0,5.92878775009496e-323,1.65511991356818e-321,2.56420070191607e-321,4.39718424798709e-322,2.56914135837448e-322,1.86756814127991e-321
12,0.07,0.025,2,2.3,7.04537610969618e-321,1.87250879773832e-321,0,5.92878775009496e-323,1.81322092023737e-321,2.75688630379416e-321,4.74303020007597e-322,2.47032822920623e-322,2.03555046086594e-321
12,0.07,0.025,2,2.4,7.06513873552983e-321,1.85768682836309e-321,0,5.92878775009496e-323,1.79839895086214e-321,2.71736105212686e-321,4.59481050632359e-322,2.42092166462211e-322,2.01578783503229e-321
12,0.07,0.025,2,2.5,6.03254153572162e-321,1.57606941023358e-321,0,4.44659081257122e-323,1.53160350210786e-321,2.35669313066275e-321,4.19955798965060e-322,2.27270197086973e-322,1.70946713461071e-321
12,0.07,0.025,2,2.6,6.23510845051653e-321,1.67982319586024e-321,0,4.94065645841247e-323,1.63041663127611e-321,2.48020954212306e-321,3.90311860214585e-322,2.42092166462211e-322,1.84780551544626e-321
12,0.07,0.025,2,2.7,5.98807562759591e-321,1.57112875377516e-321,0,4.94065645841247e-323,1.52666284564945e-321,2.30234590962021e-321,3.85371203756172e-322,2.42092166462211e-322,1.67982319586024e-321
12,0.07,0.025,2,2.8,5.9040844678029e-321,1.55630678439993e-321,0,4.94065645841247e-323,1.50690021981580e-321,2.29740525316180e-321,3.85371203756172e-322,2.42092166462211e-322,1.66994188294341e-321
12,0.07,0.025,2,2.9,1.08447409262154e-320,2.83593680712876e-321,0,7.4109846876187e-323,2.76676761671098e-321,4.17979536381695e-321,6.37344683135208e-322,3.70549234380935e-322,3.17684210275922e-321
12,0.07,0.025,2,3,1.06569959807957e-320,2.78653024254463e-321,0,6.4228533959362e-323,2.72230170858527e-321,4.11556682985758e-321,6.17582057301558e-322,3.6066792146411e-322,3.13731685109192e-321
14,0.07,0.025,2,0,0.00471112802044,0.00037309808805,1.96398733678e-06,4.3958154528e-05,0.000327175946186,0.00267484759298,0.00178662904457,0.000530242661167,0.000357975887243
14,0.07,0.025,2,0.1,0.00403361702707,0.00036395590229,1.75135057711e-06,4.05063121734e-05,0.000321698239539,0.00221342918007,0.00140195856845,0.000448014470695,0.00036345614092
14,0.07,0.025,2,0.2,0.00341079399049,0.000351822988458,1.5333305945e-06,3.67099789737e-05,0.000313579678889,0.00180375126458,0.00107457699465,0.000362968993794,0.000366205276131
