"R0","waneRate","OPVtrans","ramp","vaccRate","finalPrev"
6,0.07,0.025,2,2.8,1.51184087627421e-321
6,0.07,0.025,2,2.9,2.83593680712876e-321
6,0.07,0.025,2,3,2.85569943296241e-321
8,0.07,0.025,2,0,0.00393002195521
8,0.07,0.025,2,0.1,0.00314176676477
8,0.07,0.025,2,0.2,0.00245756740229
8,0.07,0.025,2,0.3,0.00187211825492
8,0.07,0.025,2,0.4,0.00137348555609
8,0.07,0.025,2,0.5,0.000946662041613
8,0.07,0.025,2,0.6,0.000577058725381
8,0.07,0.025,2,0.7,0.000252511901022
8,0.07,0.025,2,0.8,1.96884835467e-37
8,0.07,0.025,2,0.9,1.23777163798e-199
8,0.07,0.025,2,1,7.47027256511965e-321
8,0.07,0.025,2,1.1,6.02760087926321e-321
8,0.07,0.025,2,1.2,4.21437995902583e-321
8,0.07,0.025,2,1.3,5.61258573675656e-321
8,0.07,0.025,2,1.4,5.21239256362515e-321
8,0.07,0.025,2,1.5,3.87347466339537e-321
8,0.07,0.025,2,1.6,4.21437995902583e-321
8,0.07,0.025,2,1.7,3.61161987109951e-321
8,0.07,0.025,2,1.8,4.9159531761204e-321
8,0.07,0.025,2,1.9,3.54245068068174e-321
8,0.07,0.025,2,2,2.85569943296241e-321
8,0.07,0.025,2,2.1,1.54642547148310e-321
8,0.07,0.025,2,2.2,2.12448227711736e-321
8,0.07,0.025,2,2.3,2.37645575649640e-321
8,0.07,0.025,2,2.4,2.02566914794911e-321
8,0.07,0.025,2,2.5,1.63041663127611e-321
8,0.07,0.025,2,2.6,2.03060980440752e-321
8,0.07,0.025,2,2.7,2.13436359003419e-321
8,0.07,0.025,2,2.8,1.91203404940562e-321
8,0.07,0.025,2,2.9,4.47623475132169e-321
8,0.07,0.025,2,3,4.56022591111471e-321
10,0.07,0.025,2,0,0.00422718081867
10,0.07,0.025,2,0.1,0.0034770774723
10,0.07,0.025,2,0.2,0.00281179447818
10,0.07,0.025,2,0.3,0.00223356156065
10,0.07,0.025,2,0.4,0.00173801575522
10,0.07,0.025,2,0.5,0.00131572759775
10,0.07,0.025,2,0.6,0.000955122168291
10,0.07,0.025,2,0.7,0.000645137316647
10,0.07,0.025,2,0.8,0.000376695812203
10,0.07,0.025,2,0.9,0.000142534247491
10,0.07,0.025,2,1,1.02397793556e-55
10,0.07,0.025,2,1.1,2.65593005409e-170
10,0.07,0.025,2,1.2,5.9997861324e-275
10,0.07,0.025,2,1.3,9.7479151924478e-321
10,0.07,0.025,2,1.4,8.49792910846944e-321
10,0.07,0.025,2,1.5,7.1738331776149e-321
10,0.07,0.025,2,1.6,7.7271867009571e-321
10,0.07,0.025,2,1.7,5.81515265155147e-321
10,0.07,0.025,2,1.8,7.71730538804027e-321
10,0.07,0.025,2,1.9,5.9436097194702e-321
10,0.07,0.025,2,2,4.58986984986518e-321
10,0.07,0.025,2,2.1,2.82605549421193e-321
10,0.07,0.025,2,2.2,3.15707947692557e-321
10,0.07,0.025,2,2.3,3.59679790172427e-321
10,0.07,0.025,2,2.4,3.71537365672617e-321
10,0.07,0.025,2,2.5,3.01874109609002e-321
10,0.07,0.025,2,2.6,3.08296963004938e-321
10,0.07,0.025,2,2.7,3.45845952088873e-321
10,0.07,0.025,2,2.8,3.33494310942841e-321
10,0.07,0.025,2,2.9,6.71929278344095e-321
10,0.07,0.025,2,3,6.64024228010635e-321
12,0.07,0.025,2,0,0.00448322644503
12,0.07,0.025,2,0.1,0.00377014975998
12,0.07,0.025,2,0.2,0.00312534080741
12,0.07,0.025,2,0.3,0.00255523562153
12,0.07,0.025,2,0.4,0.00206101804002
12,0.07,0.025,2,0.5,0.00163845630124
12,0.07,0.025,2,0.6,0.00127957214368
12,0.07,0.025,2,0.7,0.000975069147481
12,0.07,0.025,2,0.8,0.00071626160262
12,0.07,0.025,2,0.9,0.000495995387063
12,0.07,0.025,2,1,0.000308726605049
12,0.07,0.025,2,1.1,0.00015012553729
12,0.07,0.025,2,1.2,1.7012983697e-05
12,0.07,0.025,2,1.3,1.38646103973e-77
12,0.07,0.025,2,1.4,5.22630281321e-147
12,0.07,0.025,2,1.5,1.14470795523e-208
12,0.07,0.025,2,1.6,2.67169091955e-259
12,0.07,0.025,2,1.7,1.55974139218e-301
12,0.07,0.025,2,1.8,1.54148481502469e-320
12,0.07,0.025,2,1.9,1.06471146678789e-320
12,0.07,0.025,2,2,8.27065891138247e-321
12,0.07,0.025,2,2.1,5.7459834611337e-321
12,0.07,0.025,2,2.2,6.47720061697874e-321
12,0.07,0.025,2,2.3,7.04537610969618e-321
12,0.07,0.025,2,2.4,7.06513873552983e-321
12,0.07,0.025,2,2.5,6.03254153572162e-321
12,0.07,0.025,2,2.6,6.23510845051653e-321
12,0.07,0.025,2,2.7,5.98807562759591e-321
12,0.07,0.025,2,2.8,5.9040844678029e-321
12,0.07,0.025,2,2.9,1.08447409262154e-320
12,0.07,0.025,2,3,1.06569959807957e-320
14,0.07,0.025,2,0,0.00471112802044
14,0.07,0.025,2,0.1,0.00403361702707
14,0.07,0.025,2,0.2,0.00341079399049
14,0.07,0.025,2,0.3,0.00285106337195
14,0.07,0.025,2,0.4,0.00235921987334
14,0.07,0.025,2,0.5,0.00193525150548
14,0.07,0.025,2,0.6,0.00157475206877
14,0.07,0.025,2,0.7,0.00127063270988
14,0.07,0.025,2,0.8,0.00101505760357
14,0.07,0.025,2,0.9,0.000800750978857
14,0.07,0.025,2,1,0.000621500912891
14,0.07,0.025,2,1.1,0.000472118586331
14,0.07,0.025,2,1.2,0.000348182397888
14,0.07,0.025,2,1.3,0.00024580474468
14,0.07,0.025,2,1.4,0.000161342587502
14,0.07,0.025,2,1.5,9.17302602819e-05
14,0.07,0.025,2,1.6,3.43777195922e-05
14,0.07,0.025,2,1.7,4.05164172511e-20
14,0.07,0.025,2,1.8,9.30382051327e-51
14,0.07,0.025,2,1.9,3.78112282987e-85
14,0.07,0.025,2,2,2.74798261257e-115
14,0.07,0.025,2,2.1,4.70393340846e-142
14,0.07,0.025,2,2.2,4.12191072732e-166
14,0.07,0.025,2,2.3,5.8675124716e-188
14,0.07,0.025,2,2.4,5.68182417754e-208
14,0.07,0.025,2,2.5,1.92084743088e-226
14,0.07,0.025,2,2.6,1.35129765345e-243
14,0.07,0.025,2,2.7,1.31702339837e-259
14,0.07,0.025,2,2.8,1.28562883767e-274
14,0.07,0.025,2,2.9,9.66617776801e-289
14,0.07,0.025,2,3,4.51126439398e-302
16,0.07,0.025,2,0,0.00491838518873
16,0.07,0.025,2,0.1,0.00427462462328
16,0.07,0.025,2,0.2,0.00367466884632
16,0.07,0.025,2,0.3,0.00312749096125
16,0.07,0.025,2,0.4,0.00263994630984
16,0.07,0.025,2,0.5,0.00221512132582
16,0.07,0.025,2,0.6,0.00185177737428
16,0.07,0.025,2,0.7,0.00154518841887
16,0.07,0.025,2,0.8,0.00128874642046
16,0.07,0.025,2,0.9,0.00107543035057
16,0.07,0.025,2,1,0.000898668704356
16,0.07,0.025,2,1.1,0.000752639736077
16,0.07,0.025,2,1.2,0.000632265539669
16,0.07,0.025,2,1.3,0.000533119852857
16,0.07,0.025,2,1.4,0.000451355932845
16,0.07,0.025,2,1.5,0.000383670842188
16,0.07,0.025,2,1.6,0.000327252273118
16,0.07,0.025,2,1.7,0.000279951117617
16,0.07,0.025,2,1.8,0.000239794397988
16,0.07,0.025,2,1.9,0.000204615095872
16,0.07,0.025,2,2,0.000174024056272
16,0.07,0.025,2,2.1,0.000147369373355
16,0.07,0.025,2,2.2,0.000123694901175
16,0.07,0.025,2,2.3,0.000102600417148
16,0.07,0.025,2,2.4,8.4128353841e-05
16,0.07,0.025,2,2.5,6.78305697615e-05
16,0.07,0.025,2,2.6,5.26026172105e-05
16,0.07,0.025,2,2.7,3.80617185307e-05
16,0.07,0.025,2,2.8,2.48138279277e-05
16,0.07,0.025,2,2.9,1.23439962208e-05
16,0.07,0.025,2,3,2.45786558822e-12
18,0.07,0.025,2,0,0.00510976553991
18,0.07,0.025,2,0.1,0.00449772977855
18,0.07,0.025,2,0.2,0.00392089392136
18,0.07,0.025,2,0.3,0.00338798248017
18,0.07,0.025,2,0.4,0.0029067697746
18,0.07,0.025,2,0.5,0.00248238652133
18,0.07,0.025,2,0.6,0.00211616652311
18,0.07,0.025,2,0.7,0.00180567416668
18,0.07,0.025,2,0.8,0.0015457839169
18,0.07,0.025,2,0.9,0.00133008907283
18,0.07,0.025,2,1,0.00115200549465
18,0.07,0.025,2,1.1,0.00100538156114
18,0.07,0.025,2,1.2,0.00088473741587
18,0.07,0.025,2,1.3,0.000785316890791
18,0.07,0.025,2,1.4,0.000703069794341
18,0.07,0.025,2,1.5,0.000634610364217
18,0.07,0.025,2,1.6,0.000577161247252
18,0.07,0.025,2,1.7,0.000528484512717
18,0.07,0.025,2,1.8,0.000486804434625
18,0.07,0.025,2,1.9,0.000450728519638
18,0.07,0.025,2,2,0.000419159124272
18,0.07,0.025,2,2.1,0.000391225852605
18,0.07,0.025,2,2.2,0.000366429034522
18,0.07,0.025,2,2.3,0.000344121104354
18,0.07,0.025,2,2.4,0.000323448241401
18,0.07,0.025,2,2.5,0.000305787639172
18,0.07,0.025,2,2.6,0.000287644396379
18,0.07,0.025,2,2.7,0.0002736327602
18,0.07,0.025,2,2.8,0.000257007485693
18,0.07,0.025,2,2.9,0.000246602281576
18,0.07,0.025,2,3,0.00023010815072
20,0.07,0.025,2,0,0.00528850270642
20,0.07,0.025,2,0.1,0.00470607994855
20,0.07,0.025,2,0.2,0.00415210850956
20,0.07,0.025,2,0.3,0.00363463777864
20,0.07,0.025,2,0.4,0.00316158257586
20,0.07,0.025,2,0.5,0.00273922531606
20,0.07,0.025,2,0.6,0.00237080920042
20,0.07,0.025,2,0.7,0.00205594796468
20,0.07,0.025,2,0.8,0.00179111886088
20,0.07,0.025,2,0.9,0.00157082844041
20,0.07,0.025,2,1,0.00138880830395
20,0.07,0.025,2,1.1,0.00123886201393
20,0.07,0.025,2,1.2,0.00111532493109
20,0.07,0.025,2,1.3,0.00101325517119
20,0.07,0.025,2,1.4,0.000928475082916
20,0.07,0.025,2,1.5,0.000857536610394
20,0.07,0.025,2,1.6,0.000797648347302
20,0.07,0.025,2,1.7,0.000746584998524
20,0.07,0.025,2,1.8,0.00070259271995
20,0.07,0.025,2,1.9,0.000664299464413
20,0.07,0.025,2,2,0.000630635650342
20,0.07,0.025,2,2.1,0.000600768197699
20,0.07,0.025,2,2.2,0.00057404422415
20,0.07,0.025,2,2.3,0.00054995514358
20,0.07,0.025,2,2.4,0.000528088360225
20,0.07,0.025,2,2.5,0.000508140920771
20,0.07,0.025,2,2.6,0.000489791116476
20,0.07,0.025,2,2.7,0.00047298836542
20,0.07,0.025,2,2.8,0.0004572209884
20,0.07,0.025,2,2.9,0.000442831094166
20,0.07,0.025,2,3,0.000429382726871
22,0.07,0.025,2,0,0.005456897944
22,0.07,0.025,2,0.1,0.00490197861869
22,0.07,0.025,2,0.2,0.00437023959043
22,0.07,0.025,2,0.3,0.00386887759919
22,0.07,0.025,2,0.4,0.00340546536059
22,0.07,0.025,2,0.5,0.00298674610234
22,0.07,0.025,2,0.6,0.00261722894087
22,0.07,0.025,2,0.7,0.00229822140543
22,0.07,0.025,2,0.8,0.00202778881007
22,0.07,0.025,2,0.9,0.00180156035403
22,0.07,0.025,2,1,0.00161386568751
22,0.07,0.025,2,1.1,0.00145871993488
22,0.07,0.025,2,1.2,0.00133046354569
22,0.07,0.025,2,1.3,0.00122408662955
22,0.07,0.025,2,1.4,0.00113534027731
22,0.07,0.025,2,1.5,0.0010607256519
22,0.07,0.025,2,1.6,0.000997421284367
22,0.07,0.025,2,1.7,0.000943185110986
22,0.07,0.025,2,1.8,0.000896252509588
22,0.07,0.025,2,1.9,0.000855241910042
22,0.07,0.025,2,2,0.000819073296398
22,0.07,0.025,2,2.1,0.000786901025839
22,0.07,0.025,2,2.2,0.00075806017488
22,0.07,0.025,2,2.3,0.000732024698968
22,0.07,0.025,2,2.4,0.000708374959873
22,0.07,0.025,2,2.5,0.000686773872623
22,0.07,0.025,2,2.6,0.000666947001041
22,0.07,0.025,2,2.7,0.000648667949159
22,0.07,0.025,2,2.8,0.000631757520979
22,0.07,0.025,2,2.9,0.000616050075344
22,0.07,0.025,2,3,0.000601406590784
4,0.07,0.1,2,0,0.00306037235251
4,0.07,0.1,2,0.1,0.00210466496729
4,0.07,0.1,2,0.2,0.00130176669885
4,0.07,0.1,2,0.3,0.000618350061077
4,0.07,0.1,2,0.4,2.55606468716e-05
4,0.07,0.1,2,0.5,1.42687357584e-262
4,0.07,0.1,2,0.6,2.75688630379416e-321
4,0.07,0.1,2,0.7,1.95649995753134e-321
4,0.07,0.1,2,0.8,1.47231562460691e-321
4,0.07,0.1,2,0.9,8.74496193139006e-322
4,0.07,0.1,2,1,7.8062372042917e-322
4,0.07,0.1,2,1.1,9.28843414181544e-322
4,0.07,0.1,2,1.2,8.89318162514244e-322
4,0.07,0.1,2,1.3,7.46039125220282e-322
4,0.07,0.1,2,1.4,9.14021444806306e-322
4,0.07,0.1,2,1.5,8.39911597930119e-322
4,0.07,0.1,2,1.6,9.18962101264719e-322
4,0.07,0.1,2,1.7,8.05327002721232e-322
4,0.07,0.1,2,1.8,8.54733567305357e-322
4,0.07,0.1,2,1.9,9.58487352932018e-322
4,0.07,0.1,2,2,9.73309322307256e-322
4,0.07,0.1,2,2.1,9.68368665848843e-322
4,0.07,0.1,2,2.2,9.18962101264719e-322
4,0.07,0.1,2,2.3,9.04140131889481e-322
4,0.07,0.1,2,2.4,8.74496193139006e-322
4,0.07,0.1,2,2.5,9.48606040015193e-322
4,0.07,0.1,2,2.6,9.8319063522408e-322
4,0.07,0.1,2,2.7,8.25089628554882e-322
4,0.07,0.1,2,2.8,9.14021444806306e-322
4,0.07,0.1,2,2.9,7.31217155845045e-322
4,0.07,0.1,2,3,8.05327002721232e-322
6,0.07,0.1,2,0,0.00356545315135
6,0.07,0.1,2,0.1,0.00266176832474
6,0.07,0.1,2,0.2,0.0018934082981
6,0.07,0.1,2,0.3,0.00124247628648
6,0.07,0.1,2,0.4,0.000686873258405
6,0.07,0.1,2,0.5,0.000205599863726
6,0.07,0.1,2,0.6,1.89078398425e-135
6,0.07,0.1,2,0.7,4.97524105362135e-321
6,0.07,0.1,2,0.8,2.76182696025257e-321
6,0.07,0.1,2,0.9,2.21835474982720e-321
6,0.07,0.1,2,1,1.93673733169769e-321
6,0.07,0.1,2,1.1,2.13436359003419e-321
6,0.07,0.1,2,1.2,2.0207284914907e-321
6,0.07,0.1,2,1.3,1.79345829440372e-321
6,0.07,0.1,2,1.4,2.02566914794911e-321
6,0.07,0.1,2,1.5,1.85274617190467e-321
6,0.07,0.1,2,1.6,1.80828026377896e-321
6,0.07,0.1,2,1.7,1.88733076711356e-321
6,0.07,0.1,2,1.8,1.85274617190467e-321
6,0.07,0.1,2,1.9,2.03555046086594e-321
6,0.07,0.1,2,2,1.91697470586404e-321
6,0.07,0.1,2,2.1,1.91203404940562e-321
6,0.07,0.1,2,2.2,1.86756814127991e-321
6,0.07,0.1,2,2.3,1.80333960732055e-321
6,0.07,0.1,2,2.4,1.71440779106913e-321
6,0.07,0.1,2,2.5,1.89227142357197e-321
6,0.07,0.1,2,2.6,1.87744945419674e-321
6,0.07,0.1,2,2.7,1.8626274848215e-321
6,0.07,0.1,2,2.8,1.67488253940183e-321
6,0.07,0.1,2,2.9,1.61559466190088e-321
6,0.07,0.1,2,3,1.56618809731675e-321
8,0.07,0.1,2,0,0.00393002195521
8,0.07,0.1,2,0.1,0.00306664492218
8,0.07,0.1,2,0.2,0.00231608286327
8,0.07,0.1,2,0.3,0.00167309997223
8,0.07,0.1,2,0.4,0.00112518543861
8,0.07,0.1,2,0.5,0.000656292005245
8,0.07,0.1,2,0.6,0.00025067481636
8,0.07,0.1,2,0.7,7.11527533241e-70
8,0.07,0.1,2,0.8,4.67852609142e-263
8,0.07,0.1,2,0.9,3.7647802213103e-321
8,0.07,0.1,2,1,3.19166407213445e-321
8,0.07,0.1,2,1.1,3.33988376588683e-321
8,0.07,0.1,2,1.2,3.05332569129890e-321
8,0.07,0.1,2,1.3,2.60866661004178e-321
8,0.07,0.1,2,1.4,2.85569943296241e-321
8,0.07,0.1,2,1.5,2.66795448754273e-321
8,0.07,0.1,2,1.6,2.72724236504368e-321
8,0.07,0.1,2,1.7,2.53949741962401e-321
8,0.07,0.1,2,1.8,2.52467545024877e-321
8,0.07,0.1,2,1.9,2.59384464066654e-321
8,0.07,0.1,2,2,2.61360726650019e-321
8,0.07,0.1,2,2.1,2.54443807608242e-321
8,0.07,0.1,2,2.2,2.44562494691417e-321
8,0.07,0.1,2,2.3,2.38139641295481e-321
8,0.07,0.1,2,2.4,2.31716787899545e-321
8,0.07,0.1,2,2.5,2.47032822920623e-321
8,0.07,0.1,2,2.6,2.39621838233005e-321
8,0.07,0.1,2,2.7,2.29246459670338e-321
8,0.07,0.1,2,2.8,2.30728656607862e-321
8,0.07,0.1,2,2.9,2.07507571253324e-321
8,0.07,0.1,2,3,2.29246459670338e-321
10,0.07,0.1,2,0,0.00422718081867
10,0.07,0.1,2,0.1,0.00340308330294
10,0.07,0.1,2,0.2,0.00267030484389
10,0.07,0.1,2,0.3,0.00203174759471
10,0.07,0.1,2,0.4,0.00148320984181
10,0.07,0.1,2,0.5,0.00101489681261
10,0.07,0.1,2,0.6,0.000614499864559
10,0.07,0.1,2,0.7,0.000270086535661
10,0.07,0.1,2,0.8,4.7184741727e-23
10,0.07,0.1,2,0.9,2.53843642107e-191
10,0.07,0.1,2,1,8.66097077159705e-321
10,0.07,0.1,2,1.1,6.15605794718193e-321
10,0.07,0.1,2,1.2,4.94559711487088e-321
10,0.07,0.1,2,1.3,4.0414569829814e-321
10,0.07,0.1,2,1.4,4.120507486316e-321
10,0.07,0.1,2,1.5,3.87347466339537e-321
10,0.07,0.1,2,1.6,3.96734713610521e-321
10,0.07,0.1,2,1.7,3.74501759547665e-321
10,0.07,0.1,2,1.8,3.5671539629738e-321
10,0.07,0.1,2,1.9,3.6857297179757e-321
10,0.07,0.1,2,2,3.66596709214205e-321
10,0.07,0.1,2,2.1,3.62644184047475e-321
10,0.07,0.1,2,2.2,3.59185724526586e-321
10,0.07,0.1,2,2.3,3.41399361276301e-321
10,0.07,0.1,2,2.4,3.41893426922143e-321
10,0.07,0.1,2,2.5,3.40411229984619e-321
10,0.07,0.1,2,2.6,3.34976507880365e-321
10,0.07,0.1,2,2.7,3.22624866734334e-321
10,0.07,0.1,2,2.8,3.31518048359476e-321
10,0.07,0.1,2,2.9,2.90016534108812e-321
10,0.07,0.1,2,3,3.2509519496354e-321
12,0.07,0.1,2,0,0.00448322644503
12,0.07,0.1,2,0.1,0.00369797455081
12,0.07,0.1,2,0.2,0.00298565708698
12,0.07,0.1,2,0.3,0.00235366185065
12,0.07,0.1,2,0.4,0.00180382079041
12,0.07,0.1,2,0.5,0.00133210277181
12,0.07,0.1,2,0.6,0.000930293532226
12,0.07,0.1,2,0.7,0.000588570433983
12,0.07,0.1,2,0.8,0.000297614081803
12,0.07,0.1,2,0.9,4.96766360556e-05
12,0.07,0.1,2,1,2.39090735061e-115
12,0.07,0.1,2,1.1,3.33581415605e-229
12,0.07,0.1,2,1.2,3.8855298651539e-319
12,0.07,0.1,2,1.3,6.55625112031334e-321
12,0.07,0.1,2,1.4,6.5414291509381e-321
12,0.07,0.1,2,1.5,6.0226602228048e-321
12,0.07,0.1,2,1.6,5.97325365822067e-321
12,0.07,0.1,2,1.7,5.53847588988037e-321
12,0.07,0.1,2,1.8,5.16792665549944e-321
12,0.07,0.1,2,1.9,5.2321551894588e-321
12,0.07,0.1,2,2,5.16792665549944e-321
12,0.07,0.1,2,2.1,4.96535974070453e-321
12,0.07,0.1,2,2.2,4.80231807757692e-321
12,0.07,0.1,2,2.3,4.76279282590962e-321
12,0.07,0.1,2,2.4,4.74303020007597e-321
12,0.07,0.1,2,2.5,4.58986984986518e-321
12,0.07,0.1,2,2.6,4.59975116278201e-321
12,0.07,0.1,2,2.7,4.56516656757312e-321
12,0.07,0.1,2,2.8,4.49105672069693e-321
12,0.07,0.1,2,2.9,4.11062617339917e-321
12,0.07,0.1,2,3,4.37742162215344e-321
14,0.07,0.1,2,0,0.00471112802044
14,0.07,0.1,2,0.1,0.00396365078179
14,0.07,0.1,2,0.2,0.0032740987471
14,0.07,0.1,2,0.3,0.00265190337517
14,0.07,0.1,2,0.4,0.0021027785559
14,0.07,0.1,2,0.5,0.00162732755902
14,0.07,0.1,2,0.6,0.00122135004269
14,0.07,0.1,2,0.7,0.000877590021922
14,0.07,0.1,2,0.8,0.000587803750005
14,0.07,0.1,2,0.9,0.00034420618013
14,0.07,0.1,2,1,0.000140068553292
14,0.07,0.1,2,1.1,2.26930744503e-30
14,0.07,0.1,2,1.2,1.19835352962e-128
14,0.07,0.1,2,1.3,8.43106015645e-208
14,0.07,0.1,2,1.4,1.77950126071e-272
14,0.07,0.1,2,1.5,1.11164770314280e-320
14,0.07,0.1,2,1.6,9.88625357328334e-321
14,0.07,0.1,2,1.7,8.57203895534563e-321
14,0.07,0.1,2,1.8,8.10267659179644e-321
14,0.07,0.1,2,1.9,7.67778013637297e-321
14,0.07,0.1,2,2,7.46533190866124e-321
14,0.07,0.1,2,2.1,7.1738331776149e-321
14,0.07,0.1,2,2.2,6.90209707240221e-321
14,0.07,0.1,2,2.3,6.67482687531524e-321
14,0.07,0.1,2,2.4,6.64518293656477e-321
14,0.07,0.1,2,2.5,6.31909961030954e-321
14,0.07,0.1,2,2.6,6.28451501510066e-321
14,0.07,0.1,2,2.7,6.20546451176606e-321
14,0.07,0.1,2,2.8,6.17087991655717e-321
14,0.07,0.1,2,2.9,6.04242284863845e-321
14,0.07,0.1,2,3,6.12147335197304e-321
16,0.07,0.1,2,0,0.00491838518873
16,0.07,0.1,2,0.1,0.00420706280874
16,0.07,0.1,2,0.2,0.00354169631639
16,0.07,0.1,2,0.3,0.00293224419123
16,0.07,0.1,2,0.4,0.0023865903409
16,0.07,0.1,2,0.5,0.00190870003242
16,0.07,0.1,2,0.6,0.00149788997169
16,0.07,0.1,2,0.7,0.00114960001066
16,0.07,0.1,2,0.8,0.000857054155484
16,0.07,0.1,2,0.9,0.000612845433183
16,0.07,0.1,2,1,0.000409905497728
16,0.07,0.1,2,1.1,0.000241873554376
16,0.07,0.1,2,1.2,0.000103113883078
16,0.07,0.1,2,1.3,1.66031596247e-21
16,0.07,0.1,2,1.4,3.10696319695e-91
16,0.07,0.1,2,1.5,2.00042708907e-149
16,0.07,0.1,2,1.6,9.45827777969e-199
16,0.07,0.1,2,1.7,3.3785928676e-241
16,0.07,0.1,2,1.8,3.00461507352e-278
16,0.07,0.1,2,1.9,5.17813397823988e-311
16,0.07,0.1,2,2,1.25640893737429e-320
16,0.07,0.1,2,2.1,1.17933469662306e-320
16,0.07,0.1,2,2.2,1.10769517797607e-320
16,0.07,0.1,2,2.3,1.07706310793392e-320
16,0.07,0.1,2,2.4,1.01678709914129e-320
16,0.07,0.1,2,2.5,9.76767781828144e-321
16,0.07,0.1,2,2.6,9.45147580494305e-321
16,0.07,0.1,2,2.7,9.00681672368592e-321
16,0.07,0.1,2,2.8,8.8783596557672e-321
16,0.07,0.1,2,2.9,8.62144551992975e-321
16,0.07,0.1,2,3,8.52757304721992e-321
18,0.07,0.1,2,0,0.00510976553991
18,0.07,0.1,2,0.1,0.00443264150293
18,0.07,0.1,2,0.2,0.00379206070267
18,0.07,0.1,2,0.3,0.00319763320596
18,0.07,0.1,2,0.4,0.00265816131323
18,0.07,0.1,2,0.5,0.00217978786399
18,0.07,0.1,2,0.6,0.00176464676607
18,0.07,0.1,2,0.7,0.00141074933917
18,0.07,0.1,2,0.8,0.00111303827967
18,0.07,0.1,2,0.9,0.00086486825889
18,0.07,0.1,2,1,0.000659216787878
18,0.07,0.1,2,1.1,0.000489388792303
18,0.07,0.1,2,1.2,0.00034932342862
18,0.07,0.1,2,1.3,0.000233692011504
18,0.07,0.1,2,1.4,0.000137905576515
18,0.07,0.1,2,1.5,5.81039004721e-05
18,0.07,0.1,2,1.6,2.45513733874e-25
18,0.07,0.1,2,1.7,6.08889998056e-71
18,0.07,0.1,2,1.8,6.50670588084e-111
18,0.07,0.1,2,1.9,2.17762566606e-146
18,0.07,0.1,2,2,3.16790388672e-178
18,0.07,0.1,2,2.1,4.47514626212e-207
18,0.07,0.1,2,2.2,1.94753267696e-233
18,0.07,0.1,2,2.3,1.07338976444e-257
