"R0","waneRate","OPVtrans","ramp","vaccRate","finalPrev"
6,0.04,0.025,2,0.8,3.09779159942462e-321
6,0.04,0.025,2,0.9,2.69759842629321e-321
6,0.04,0.025,2,1,2.29740525316180e-321
6,0.04,0.025,2,1.1,1.12152901605963e-321
6,0.04,0.025,2,1.2,2.43080297753893e-321
6,0.04,0.025,2,1.3,1.76875501211166e-321
6,0.04,0.025,2,1.4,2.58890398420813e-321
6,0.04,0.025,2,1.5,1.59583203606723e-321
6,0.04,0.025,2,1.6,1.84286485898785e-321
6,0.04,0.025,2,1.7,1.04741916918344e-321
6,0.04,0.025,2,1.8,1.50690021981580e-321
6,0.04,0.025,2,1.9,1.08694442085074e-321
6,0.04,0.025,2,2,1.18575755001899e-321
6,0.04,0.025,2,2.1,1.08200376439233e-321
6,0.04,0.025,2,2.2,5.73116149175846e-322
6,0.04,0.025,2,2.3,4.15015142506647e-322
6,0.04,0.025,2,2.4,5.53353523342196e-322
6,0.04,0.025,2,2.5,1.11164770314280e-321
6,0.04,0.025,2,2.6,1.11164770314280e-321
6,0.04,0.025,2,2.7,1.04741916918344e-321
6,0.04,0.025,2,2.8,1.18081689356058e-321
6,0.04,0.025,2,2.9,1.14129164189328e-321
6,0.04,0.025,2,3,1.16599492418534e-321
6,0.04,0.1,2,0,0.00315215202364
6,0.04,0.1,2,0.1,0.00227728506829
6,0.04,0.1,2,0.2,0.00153688114363
6,0.04,0.1,2,0.3,0.000911459277066
6,0.04,0.1,2,0.4,0.000377271689007
6,0.04,0.1,2,0.5,1.73299337865e-63
6,0.04,0.1,2,0.6,3.65608577922522e-321
6,0.04,0.1,2,0.7,2.48020954212306e-321
6,0.04,0.1,2,0.8,1.77369566857008e-321
6,0.04,0.1,2,0.9,1.83792420252944e-321
6,0.04,0.1,2,1,1.41796840356438e-321
6,0.04,0.1,2,1.1,1.39820577773073e-321
6,0.04,0.1,2,1.2,1.33891790022978e-321
6,0.04,0.1,2,1.3,1.26480805335359e-321
6,0.04,0.1,2,1.4,8.94258818972656e-322
6,0.04,0.1,2,1.5,7.31217155845045e-322
6,0.04,0.1,2,1.6,1.13141032897645e-321
6,0.04,0.1,2,1.7,7.75683063970757e-322
6,0.04,0.1,2,1.8,8.25089628554882e-322
6,0.04,0.1,2,1.9,7.4109846876187e-322
6,0.04,0.1,2,2,9.14021444806306e-322
6,0.04,0.1,2,2.1,8.74496193139006e-322
6,0.04,0.1,2,2.2,9.6342800939043e-322
6,0.04,0.1,2,2.3,9.38724727098368e-322
6,0.04,0.1,2,2.4,9.68368665848843e-322
6,0.04,0.1,2,2.5,8.0038634626282e-322
6,0.04,0.1,2,2.6,7.46039125220282e-322
6,0.04,0.1,2,2.7,7.2133584292822e-322
6,0.04,0.1,2,2.8,7.11454530011395e-322
6,0.04,0.1,2,2.9,7.26276499386632e-322
6,0.04,0.1,2,3,4.84184332924422e-322
6,0.1,0.025,2,0,0.00393482727039
6,0.1,0.025,2,0.1,0.00309884873144
6,0.1,0.025,2,0.2,0.00239021610128
6,0.1,0.025,2,0.3,0.00179380416663
6,0.1,0.025,2,0.4,0.00129126330651
6,0.1,0.025,2,0.5,0.000865056280618
6,0.1,0.025,2,0.6,0.000500747368938
6,0.1,0.025,2,0.7,0.000186557632259
6,0.1,0.025,2,0.8,3.50611859488e-61
6,0.1,0.025,2,0.9,1.99309750164e-200
6,0.1,0.025,2,1,1.1473128587e-304
6,0.1,0.025,2,1.1,7.00091020157046e-321
6,0.1,0.025,2,1.2,5.50389129467149e-321
6,0.1,0.025,2,1.3,6.52660718156287e-321
6,0.1,0.025,2,1.4,6.40309077010256e-321
6,0.1,0.025,2,1.5,6.42779405239462e-321
6,0.1,0.025,2,1.6,5.83491527738512e-321
6,0.1,0.025,2,1.7,3.42387492567984e-321
6,0.1,0.025,2,1.8,5.77562739988417e-321
6,0.1,0.025,2,1.9,2.87546205879605e-321
6,0.1,0.025,2,2,2.18871081107672e-321
6,0.1,0.025,2,2.1,3.23612998026016e-321
6,0.1,0.025,2,2.2,3.00885978317319e-321
6,0.1,0.025,2,2.3,2.48515019858147e-321
6,0.1,0.025,2,2.4,2.84087746358717e-321
6,0.1,0.025,2,2.5,2.47526888566465e-321
6,0.1,0.025,2,2.6,2.68771711337638e-321
6,0.1,0.025,2,2.7,2.76676761671098e-321
6,0.1,0.025,2,2.8,2.31222722253703e-321
6,0.1,0.025,2,2.9,2.34187116128751e-321
6,0.1,0.025,2,3,2.19859212399355e-321
8,0.04,0.025,2,0,0.00343213952776
8,0.04,0.025,2,0.1,0.00266521842999
8,0.04,0.025,2,0.2,0.00200126614149
8,0.04,0.025,2,0.3,0.00143430377495
8,0.04,0.025,2,0.4,0.000950682628487
8,0.04,0.025,2,0.5,0.000533238149994
8,0.04,0.025,2,0.6,0.000166463070624
8,0.04,0.025,2,0.7,7.19181092343e-136
8,0.04,0.025,2,0.8,4.86160595507787e-321
8,0.04,0.025,2,0.9,4.14521076860806e-321
8,0.04,0.025,2,1,2.96933453150589e-321
8,0.04,0.025,2,1.1,3.28059588838588e-321
8,0.04,0.025,2,1.2,3.02862240900684e-321
8,0.04,0.025,2,1.3,2.72230170858527e-321
8,0.04,0.025,2,1.4,3.21636735442652e-321
8,0.04,0.025,2,1.5,2.42586232108052e-321
8,0.04,0.025,2,1.6,2.92486862338018e-321
8,0.04,0.025,2,1.7,3.16696078984239e-321
8,0.04,0.025,2,1.8,2.14424490295101e-321
8,0.04,0.025,2,1.9,2.70253908275162e-321
8,0.04,0.025,2,2,2.85075877650399e-321
8,0.04,0.025,2,2.1,2.060253743158e-321
8,0.04,0.025,2,2.2,7.95445689804407e-322
8,0.04,0.025,2,2.3,4.05133829589822e-322
8,0.04,0.025,2,2.4,5.68175492717434e-322
8,0.04,0.025,2,2.5,2.69265776983479e-321
8,0.04,0.025,2,2.6,2.69265776983479e-321
8,0.04,0.025,2,2.7,1.71440779106913e-321
8,0.04,0.025,2,2.8,1.74899238627801e-321
8,0.04,0.025,2,2.9,2.73712367796051e-321
8,0.04,0.025,2,3,2.46538757274782e-321
8,0.04,0.1,2,0,0.00343213952776
8,0.04,0.1,2,0.1,0.00259377440779
8,0.04,0.1,2,0.2,0.00186707980027
8,0.04,0.1,2,0.3,0.00124613718546
8,0.04,0.1,2,0.4,0.000716653170631
8,0.04,0.1,2,0.5,0.00026036834161
8,0.04,0.1,2,0.6,8.45394613008e-109
8,0.04,0.1,2,0.7,4.14027011214965e-321
8,0.04,0.1,2,0.8,2.74206433441892e-321
8,0.04,0.1,2,0.9,2.83099615067034e-321
8,0.04,0.1,2,1,2.11954162065895e-321
8,0.04,0.1,2,1.1,1.93673733169769e-321
8,0.04,0.1,2,1.2,1.86756814127991e-321
8,0.04,0.1,2,1.3,1.82804288961261e-321
8,0.04,0.1,2,1.4,1.8231022331542e-321
8,0.04,0.1,2,1.5,1.65511991356818e-321
8,0.04,0.1,2,1.6,1.68476385231865e-321
8,0.04,0.1,2,1.7,1.60077269252564e-321
8,0.04,0.1,2,1.8,1.59583203606723e-321
8,0.04,0.1,2,1.9,1.58101006669199e-321
8,0.04,0.1,2,2,1.72428910398595e-321
8,0.04,0.1,2,2.1,1.71440779106913e-321
8,0.04,0.1,2,2.2,1.72922976044436e-321
8,0.04,0.1,2,2.3,1.76875501211166e-321
8,0.04,0.1,2,2.4,1.665001226485e-321
8,0.04,0.1,2,2.5,1.54148481502469e-321
8,0.04,0.1,2,2.6,1.62053531835929e-321
8,0.04,0.1,2,2.7,1.43279037293961e-321
8,0.04,0.1,2,2.8,1.41796840356438e-321
8,0.04,0.1,2,2.9,1.29445199210407e-321
8,0.04,0.1,2,3,7.31217155845045e-322
8,0.1,0.025,2,0,0.00437122735123
8,0.1,0.025,2,0.1,0.00357883792818
8,0.1,0.025,2,0.2,0.00289422836993
8,0.1,0.025,2,0.3,0.00231291518274
8,0.1,0.025,2,0.4,0.00182456917748
8,0.1,0.025,2,0.5,0.00141615453989
8,0.1,0.025,2,0.6,0.00107485099802
8,0.1,0.025,2,0.7,0.000789698961152
8,0.1,0.025,2,0.8,0.000551985384422
8,0.1,0.025,2,0.9,0.000354776686713
8,0.1,0.025,2,1,0.000193362203315
8,0.1,0.025,2,1.1,6.06417136094e-05
8,0.1,0.025,2,1.2,3.60955103169e-43
8,0.1,0.025,2,1.3,1.35626948718e-107
8,0.1,0.025,2,1.4,5.78542974228e-157
8,0.1,0.025,2,1.5,2.81231212728e-193
8,0.1,0.025,2,1.6,4.10251260734e-222
8,0.1,0.025,2,1.7,3.85732540906e-253
8,0.1,0.025,2,1.8,1.34955730878e-279
8,0.1,0.025,2,1.9,2.02179153623e-302
8,0.1,0.025,2,2,1.01135237703703e-320
8,0.1,0.025,2,2.1,8.44852254388532e-321
8,0.1,0.025,2,2.2,7.48509453449489e-321
8,0.1,0.025,2,2.3,7.3714594359514e-321
8,0.1,0.025,2,2.4,7.63331422824726e-321
8,0.1,0.025,2,2.5,7.32205287136727e-321
8,0.1,0.025,2,2.6,7.17877383407331e-321
8,0.1,0.025,2,2.7,7.06019807907141e-321
8,0.1,0.025,2,2.8,5.82009330800988e-321
8,0.1,0.025,2,2.9,6.98608823219523e-321
8,0.1,0.025,2,3,6.28945567155907e-321
10,0.04,0.025,2,0,0.00366034310486
10,0.04,0.025,2,0.1,0.00292804617273
10,0.04,0.025,2,0.2,0.00227816035751
10,0.04,0.025,2,0.3,0.00171311406678
10,0.04,0.025,2,0.4,0.00122771678667
10,0.04,0.025,2,0.5,0.000810570441812
10,0.04,0.025,2,0.6,0.000447596163583
10,0.04,0.025,2,0.7,0.000124677550803
10,0.04,0.025,2,0.8,6.28661644521e-144
10,0.04,0.025,2,0.9,6.24498976343336e-321
10,0.04,0.025,2,1,4.71338626132549e-321
10,0.04,0.025,2,1.1,4.56022591111471e-321
10,0.04,0.025,2,1.2,4.20449864610901e-321
10,0.04,0.025,2,1.3,3.50786608547285e-321
10,0.04,0.025,2,1.4,4.20943930256742e-321
10,0.04,0.025,2,1.5,3.30529917067794e-321
10,0.04,0.025,2,1.6,3.76972087776871e-321
10,0.04,0.025,2,1.7,2.44562494691417e-321
10,0.04,0.025,2,1.8,2.24799868857767e-321
10,0.04,0.025,2,1.9,3.12249488171668e-321
10,0.04,0.025,2,2,3.24601129317699e-321
10,0.04,0.025,2,2.1,2.52961610670718e-321
10,0.04,0.025,2,2.2,1.51678153273263e-321
10,0.04,0.025,2,2.3,1.56124744085834e-321
10,0.04,0.025,2,2.4,1.56618809731675e-321
10,0.04,0.025,2,2.5,2.98909715733954e-321
10,0.04,0.025,2,2.6,3.09779159942462e-321
10,0.04,0.025,2,2.7,1.90709339294721e-321
10,0.04,0.025,2,2.8,2.28258328378656e-321
10,0.04,0.025,2,2.9,2.18871081107672e-321
10,0.04,0.025,2,3,3.09779159942462e-321
10,0.04,0.1,2,0,0.00366034310486
10,0.04,0.1,2,0.1,0.0028576090435
10,0.04,0.1,2,0.2,0.00214355941341
10,0.04,0.1,2,0.3,0.00152129286654
10,0.04,0.1,2,0.4,0.000985748092323
10,0.04,0.1,2,0.5,0.000525051395298
10,0.04,0.1,2,0.6,0.000124148108464
10,0.04,0.1,2,0.7,1.41337511358e-175
10,0.04,0.1,2,0.8,4.49599737715534e-321
10,0.04,0.1,2,0.9,3.85865269402014e-321
10,0.04,0.1,2,1,2.58396332774972e-321
10,0.04,0.1,2,1.1,2.38633706941322e-321
10,0.04,0.1,2,1.2,2.21835474982720e-321
10,0.04,0.1,2,1.3,2.17882949815990e-321
10,0.04,0.1,2,1.4,2.07507571253324e-321
10,0.04,0.1,2,1.5,1.98614389628181e-321
10,0.04,0.1,2,1.6,1.95155930107292e-321
10,0.04,0.1,2,1.7,1.93673733169769e-321
10,0.04,0.1,2,1.8,1.91203404940562e-321
10,0.04,0.1,2,1.9,1.92685601878086e-321
10,0.04,0.1,2,2,2.04543177378276e-321
10,0.04,0.1,2,2.1,1.99602520919864e-321
10,0.04,0.1,2,2.2,2.01578783503229e-321
10,0.04,0.1,2,2.3,1.97626258336499e-321
10,0.04,0.1,2,2.4,2.0207284914907e-321
10,0.04,0.1,2,2.5,1.89227142357197e-321
10,0.04,0.1,2,2.6,1.79345829440372e-321
10,0.04,0.1,2,2.7,1.79345829440372e-321
10,0.04,0.1,2,2.8,1.75393304273643e-321
10,0.04,0.1,2,2.9,1.75887369919484e-321
10,0.04,0.1,2,3,1.48713759398215e-321
10,0.1,0.025,2,0,0.00472768092031
10,0.1,0.025,2,0.1,0.00397575407904
10,0.1,0.025,2,0.2,0.00331324504195
10,0.1,0.025,2,0.3,0.00274247404657
10,0.1,0.025,2,0.4,0.00225973478498
10,0.1,0.025,2,0.5,0.00185678709913
10,0.1,0.025,2,0.6,0.00152328912413
10,0.1,0.025,2,0.7,0.00124886430407
10,0.1,0.025,2,0.8,0.00102418695203
10,0.1,0.025,2,0.9,0.000841225560021
10,0.1,0.025,2,1,0.000693068685879
10,0.1,0.025,2,1.1,0.000573679826708
10,0.1,0.025,2,1.2,0.000477744243579
10,0.1,0.025,2,1.3,0.000400617101415
10,0.1,0.025,2,1.4,0.000338692515197
10,0.1,0.025,2,1.5,0.000287486169317
10,0.1,0.025,2,1.6,0.000247260250024
10,0.1,0.025,2,1.7,0.000213403812358
10,0.1,0.025,2,1.8,0.000184321817529
10,0.1,0.025,2,1.9,0.000160108127467
10,0.1,0.025,2,2,0.000139108160772
10,0.1,0.025,2,2.1,0.000118462198453
10,0.1,0.025,2,2.2,9.90222923998e-05
10,0.1,0.025,2,2.3,8.43000104055e-05
10,0.1,0.025,2,2.4,7.25301348381e-05
10,0.1,0.025,2,2.5,6.05303619671e-05
10,0.1,0.025,2,2.6,4.87181491385e-05
10,0.1,0.025,2,2.7,3.79550490517e-05
10,0.1,0.025,2,2.8,2.80774464608e-05
10,0.1,0.025,2,2.9,1.87131481898e-05
10,0.1,0.025,2,3,9.96129352635e-06
12,0.04,0.025,2,0,0.00385689103239
12,0.04,0.025,2,0.1,0.00315902416185
12,0.04,0.025,2,0.2,0.00252546994441
12,0.04,0.025,2,0.3,0.00196313092324
12,0.04,0.025,2,0.4,0.00147322031623
12,0.04,0.025,2,0.5,0.00105041372008
12,0.04,0.025,2,0.6,0.00068454457725
12,0.04,0.025,2,0.7,0.000363705930301
12,0.04,0.025,2,0.8,7.56856326569e-05
12,0.04,0.025,2,0.9,3.16796950472e-161
12,0.04,0.025,2,1,7.50485716032854e-321
12,0.04,0.025,2,1.1,6.66000490594e-321
12,0.04,0.025,2,1.2,5.57306048508926e-321
12,0.04,0.025,2,1.3,4.46635343840487e-321
12,0.04,0.025,2,1.4,5.19757059424991e-321
12,0.04,0.025,2,1.5,4.20449864610901e-321
12,0.04,0.025,2,1.6,4.53552262882264e-321
12,0.04,0.025,2,1.7,2.86558074587923e-321
12,0.04,0.025,2,1.8,3.20154538505128e-321
12,0.04,0.025,2,1.9,3.9624064796468e-321
12,0.04,0.025,2,2,3.09285094296620e-321
12,0.04,0.025,2,2.1,3.02862240900684e-321
12,0.04,0.025,2,2.2,2.13930424649260e-321
12,0.04,0.025,2,2.3,1.73911107336119e-321
12,0.04,0.025,2,2.4,3.91299991506267e-321
12,0.04,0.025,2,2.5,2.83593680712876e-321
12,0.04,0.025,2,2.6,3.77466153422712e-321
12,0.04,0.025,2,2.7,2.63831054879226e-321
12,0.04,0.025,2,2.8,3.61656052755792e-321
12,0.04,0.025,2,2.9,2.80135221191987e-321
12,0.04,0.025,2,3,3.8043054729776e-321
12,0.04,0.1,2,0,0.00385689103239
12,0.04,0.1,2,0.1,0.00309023286716
12,0.04,0.1,2,0.2,0.00239214294932
12,0.04,0.1,2,0.3,0.00177042842818
12,0.04,0.1,2,0.4,0.00122692525731
12,0.04,0.1,2,0.5,0.000756443721834
12,0.04,0.1,2,0.6,0.000348420928894
12,0.04,0.1,2,0.7,1.36285026312e-16
12,0.04,0.1,2,0.8,7.44466708751e-237
12,0.04,0.1,2,0.9,5.56317917217244e-321
12,0.04,0.1,2,1,3.37446836109571e-321
12,0.04,0.1,2,1.1,2.91992796692177e-321
12,0.04,0.1,2,1.2,2.65313251816749e-321
12,0.04,0.1,2,1.3,2.53949741962401e-321
12,0.04,0.1,2,1.4,2.47032822920623e-321
12,0.04,0.1,2,1.5,2.27270197086973e-321
12,0.04,0.1,2,1.6,2.18871081107672e-321
12,0.04,0.1,2,1.7,2.20847343691037e-321
12,0.04,0.1,2,1.8,2.16400752878466e-321
12,0.04,0.1,2,1.9,2.10471965128371e-321
12,0.04,0.1,2,2,2.21835474982720e-321
12,0.04,0.1,2,2.1,2.25788000149450e-321
12,0.04,0.1,2,2.2,2.26282065795291e-321
12,0.04,0.1,2,2.3,2.22329540628561e-321
12,0.04,0.1,2,2.4,2.14424490295101e-321
12,0.04,0.1,2,2.5,2.14424490295101e-321
12,0.04,0.1,2,2.6,2.12448227711736e-321
12,0.04,0.1,2,2.7,2.06519439961641e-321
12,0.04,0.1,2,2.8,1.96144061398975e-321
12,0.04,0.1,2,2.9,2.10966030774212e-321
12,0.04,0.1,2,3,1.19069820647740e-321
12,0.1,0.025,2,0,0.00503571079427
12,0.1,0.025,2,0.1,0.00432215366428
12,0.1,0.025,2,0.2,0.00368226151265
12,0.1,0.025,2,0.3,0.00312219773593
12,0.1,0.025,2,0.4,0.00264303214761
12,0.1,0.025,2,0.5,0.00224080336073
12,0.1,0.025,2,0.6,0.00190799597546
12,0.1,0.025,2,0.7,0.00163547479647
12,0.1,0.025,2,0.8,0.00141398561591
12,0.1,0.025,2,0.9,0.00123495088122
12,0.1,0.025,2,1,0.00109074902937
12,0.1,0.025,2,1.1,0.000974755407405
12,0.1,0.025,2,1.2,0.000881314633904
12,0.1,0.025,2,1.3,0.00080569720124
12,0.1,0.025,2,1.4,0.000744038023241
12,0.1,0.025,2,1.5,0.000693249214589
12,0.1,0.025,2,1.6,0.000650909473104
12,0.1,0.025,2,1.7,0.00061515134318
12,0.1,0.025,2,1.8,0.000584594516247
12,0.1,0.025,2,1.9,0.000558029762367
12,0.1,0.025,2,2,0.00053483863262
12,0.1,0.025,2,2.1,0.000514156119264
12,0.1,0.025,2,2.2,0.000495899470807
12,0.1,0.025,2,2.3,0.000478705235004
12,0.1,0.025,2,2.4,0.000464701217114
12,0.1,0.025,2,2.5,0.000449347672965
12,0.1,0.025,2,2.6,0.000437267977105
12,0.1,0.025,2,2.7,0.000427141741756
12,0.1,0.025,2,2.8,0.000413105479585
12,0.1,0.025,2,2.9,0.000403365299604
12,0.1,0.025,2,3,0.000397904102387
14,0.04,0.025,2,0,0.00403150353181
14,0.04,0.025,2,0.1,0.00336744560679
14,0.04,0.025,2,0.2,0.00275282487707
14,0.04,0.025,2,0.3,0.0021963478711
14,0.04,0.025,2,0.4,0.00170323411235
14,0.04,0.025,2,0.5,0.00127328315508
14,0.04,0.025,2,0.6,0.000900773445962
14,0.04,0.025,2,0.7,0.000576433374402
14,0.04,0.025,2,0.8,0.000290124878025
14,0.04,0.025,2,0.9,3.34600072941e-05
14,0.04,0.025,2,1,1.62353384551e-174
14,0.04,0.025,2,1.1,1.08002750180896e-320
14,0.04,0.025,2,1.2,7.85564376887582e-321
14,0.04,0.025,2,1.3,5.96831300176226e-321
14,0.04,0.025,2,1.4,6.64518293656477e-321
14,0.04,0.025,2,1.5,5.19757059424991e-321
14,0.04,0.025,2,1.6,5.4693066994626e-321
14,0.04,0.025,2,1.7,3.65608577922522e-321
14,0.04,0.025,2,1.8,3.93276254089632e-321
14,0.04,0.025,2,1.9,4.78255545174327e-321
14,0.04,0.025,2,2,3.75983956485189e-321
14,0.04,0.025,2,2.1,3.65608577922522e-321
14,0.04,0.025,2,2.2,2.55926004545766e-321
14,0.04,0.025,2,2.3,2.21835474982720e-321
14,0.04,0.025,2,2.4,4.65409838382454e-321
14,0.04,0.025,2,2.5,3.52268805484809e-321
14,0.04,0.025,2,2.6,4.50587869007217e-321
14,0.04,0.025,2,2.7,3.39423098692936e-321
14,0.04,0.025,2,2.8,4.18473602027536e-321
14,0.04,0.025,2,2.9,3.43375623859666e-321
14,0.04,0.025,2,3,3.36458704817889e-321
14,0.04,0.1,2,0,0.00403150353181
14,0.04,0.1,2,0.1,0.00330068300868
14,0.04,0.1,2,0.2,0.00262196287303
14,0.04,0.1,2,0.3,0.00200495711245
14,0.04,0.1,2,0.4,0.0014557365367
14,0.04,0.1,2,0.5,0.000974671259015
14,0.04,0.1,2,0.6,0.000556151189214
14,0.04,0.1,2,0.7,0.000190546765063
14,0.04,0.1,2,0.8,1.68134297177e-104
14,0.04,0.1,2,0.9,3.98784621343e-283
14,0.04,0.1,2,1,5.1135794344569e-321
14,0.04,0.1,2,1.1,3.86359335047855e-321
14,0.04,0.1,2,1.2,3.4090529563046e-321
14,0.04,0.1,2,1.3,3.12743553817509e-321
14,0.04,0.1,2,1.4,3.04838503484049e-321
14,0.04,0.1,2,1.5,2.85075877650399e-321
14,0.04,0.1,2,1.6,2.69265776983479e-321
14,0.04,0.1,2,1.7,2.69265776983479e-321
14,0.04,0.1,2,1.8,2.66795448754273e-321
14,0.04,0.1,2,1.9,2.53949741962401e-321
14,0.04,0.1,2,2,2.71242039566844e-321
14,0.04,0.1,2,2.1,2.56420070191607e-321
14,0.04,0.1,2,2.2,2.63831054879226e-321
14,0.04,0.1,2,2.3,2.54937873254083e-321
14,0.04,0.1,2,2.4,2.52961610670718e-321
14,0.04,0.1,2,2.5,2.41104035170528e-321
14,0.04,0.1,2,2.6,2.31222722253703e-321
14,0.04,0.1,2,2.7,2.29246459670338e-321
14,0.04,0.1,2,2.8,2.24305803211926e-321
14,0.04,0.1,2,2.9,2.29740525316180e-321
14,0.04,0.1,2,3,1.17093558064375e-321
14,0.1,0.025,2,0,0.00531091047897
14,0.1,0.025,2,0.1,0.00463356485771
14,0.1,0.025,2,0.2,0.00401686284482
14,0.1,0.025,2,0.3,0.00346879740292
14,0.1,0.025,2,0.4,0.00299354177531
14,0.1,0.025,2,0.5,0.00259057090914
14,0.1,0.025,2,0.6,0.00225515959064
14,0.1,0.025,2,0.7,0.00197984453236
14,0.1,0.025,2,0.8,0.00175602122841
14,0.1,0.025,2,0.9,0.0015751194136
14,0.1,0.025,2,1,0.00142926399389
14,0.1,0.025,2,1.1,0.00131156762573
14,0.1,0.025,2,1.2,0.00121621358355
